key,generation,grandChild,survivedTime,eatenTrees,reproduced,timeOfDeath,drown
26, 1, 0, 100, 0, 0, 2, 0
27, 1, 0, 100, 0, 0, 2, 0
29, 1, 0, 100, 0, 0, 2, 0
30, 1, 0, 100, 0, 0, 2, 0
31, 1, 0, 100, 0, 0, 2, 0
33, 1, 0, 100, 0, 0, 2, 0
34, 1, 0, 100, 0, 0, 2, 0
35, 1, 0, 100, 0, 0, 2, 0
37, 1, 0, 100, 0, 0, 2, 0
40, 1, 0, 100, 0, 0, 2, 0
41, 1, 0, 100, 0, 0, 2, 0
42, 1, 0, 100, 0, 0, 2, 0
43, 1, 0, 100, 0, 0, 2, 0
44, 1, 0, 100, 0, 0, 2, 0
45, 1, 0, 100, 0, 0, 2, 0
46, 1, 0, 100, 0, 0, 2, 0
48, 1, 0, 100, 0, 0, 2, 0
49, 1, 0, 100, 0, 0, 2, 0
50, 1, 0, 100, 0, 0, 2, 0
52, 1, 0, 100, 0, 0, 2, 0
53, 1, 0, 100, 0, 0, 2, 0
55, 1, 0, 100, 0, 0, 2, 0
57, 1, 0, 100, 0, 0, 2, 0
58, 1, 0, 100, 0, 0, 2, 0
59, 1, 0, 100, 0, 0, 2, 0
60, 1, 0, 100, 0, 0, 2, 0
61, 1, 0, 100, 0, 0, 2, 0
62, 1, 0, 100, 0, 0, 2, 0
63, 1, 0, 100, 0, 0, 2, 0
66, 1, 0, 100, 0, 0, 2, 0
69, 1, 0, 100, 0, 0, 2, 0
70, 1, 0, 100, 0, 0, 2, 0
71, 1, 0, 100, 0, 0, 2, 0
74, 1, 0, 100, 0, 0, 2, 0
75, 1, 0, 100, 0, 0, 2, 0
76, 1, 0, 100, 0, 0, 2, 0
77, 1, 0, 100, 0, 0, 2, 0
78, 1, 0, 100, 0, 0, 2, 0
79, 1, 0, 100, 0, 0, 2, 0
80, 1, 0, 100, 0, 0, 2, 0
81, 1, 0, 100, 0, 0, 2, 0
82, 1, 0, 100, 0, 0, 2, 0
83, 1, 0, 100, 0, 0, 2, 0
86, 1, 0, 100, 0, 0, 2, 0
89, 1, 0, 100, 0, 0, 2, 0
91, 1, 0, 100, 0, 0, 2, 0
92, 1, 0, 100, 0, 0, 2, 0
93, 1, 0, 100, 0, 0, 2, 0
94, 1, 0, 100, 0, 0, 2, 0
95, 1, 0, 100, 0, 0, 2, 0
96, 1, 0, 100, 0, 0, 2, 0
99, 1, 0, 100, 0, 0, 2, 0
100, 1, 0, 100, 0, 0, 2, 0
101, 1, 0, 100, 0, 0, 2, 0
102, 1, 0, 100, 0, 0, 2, 0
103, 1, 0, 100, 0, 0, 2, 0
104, 1, 0, 100, 0, 0, 2, 0
106, 1, 0, 100, 0, 0, 2, 0
107, 1, 0, 100, 0, 0, 2, 0
109, 1, 0, 100, 0, 0, 2, 0
110, 1, 0, 100, 0, 0, 2, 0
111, 1, 0, 100, 0, 0, 2, 0
112, 1, 0, 100, 0, 0, 2, 0
113, 1, 0, 100, 0, 0, 2, 0
114, 1, 0, 100, 0, 0, 2, 0
116, 1, 0, 100, 0, 0, 2, 0
118, 1, 0, 100, 0, 0, 2, 0
119, 1, 0, 100, 0, 0, 2, 0
120, 1, 0, 100, 0, 0, 2, 0
121, 1, 0, 100, 0, 0, 2, 0
122, 1, 0, 100, 0, 0, 2, 0
125, 1, 0, 100, 0, 0, 2, 0
126, 1, 0, 100, 0, 0, 2, 0
127, 1, 0, 100, 0, 0, 2, 0
129, 1, 0, 100, 0, 0, 2, 0
132, 1, 0, 100, 0, 0, 2, 0
133, 1, 0, 100, 0, 0, 2, 0
136, 1, 0, 100, 0, 0, 2, 0
137, 1, 0, 100, 0, 0, 2, 0
140, 1, 0, 100, 0, 0, 2, 0
142, 1, 0, 100, 0, 0, 2, 0
143, 1, 0, 100, 0, 0, 2, 0
144, 1, 0, 100, 0, 0, 2, 0
145, 1, 0, 100, 0, 0, 2, 0
146, 1, 0, 100, 0, 0, 2, 0
147, 1, 0, 100, 0, 0, 2, 0
148, 1, 0, 100, 0, 0, 2, 0
150, 1, 0, 100, 0, 0, 2, 0
151, 1, 0, 100, 0, 0, 2, 0
152, 1, 0, 100, 0, 0, 2, 0
153, 1, 0, 100, 0, 0, 2, 0
154, 1, 0, 100, 0, 0, 2, 0
155, 1, 0, 100, 0, 0, 2, 0
156, 1, 0, 100, 0, 0, 2, 0
159, 1, 0, 100, 0, 0, 2, 0
163, 1, 0, 100, 0, 0, 2, 0
164, 1, 0, 100, 0, 0, 2, 0
165, 1, 0, 100, 0, 0, 2, 0
166, 1, 0, 100, 1, 0, 2, 0
167, 1, 0, 100, 0, 0, 2, 0
168, 1, 0, 100, 0, 0, 2, 0
169, 1, 0, 100, 0, 0, 2, 0
170, 1, 0, 100, 0, 0, 2, 0
175, 1, 0, 100, 0, 0, 2, 0
176, 1, 0, 100, 0, 0, 2, 0
179, 1, 0, 100, 0, 0, 2, 0
180, 1, 0, 100, 0, 0, 2, 0
181, 1, 0, 100, 0, 0, 2, 0
183, 1, 0, 100, 0, 0, 2, 0
184, 1, 0, 100, 0, 0, 2, 0
185, 1, 0, 100, 0, 0, 2, 0
186, 1, 0, 100, 0, 0, 2, 0
187, 1, 0, 100, 0, 0, 2, 0
188, 1, 0, 100, 0, 0, 2, 0
190, 1, 0, 100, 0, 0, 2, 0
191, 1, 0, 100, 0, 0, 2, 0
192, 1, 0, 100, 0, 0, 2, 0
193, 1, 0, 100, 0, 0, 2, 0
194, 1, 0, 100, 0, 0, 2, 0
196, 1, 0, 100, 0, 0, 2, 0
197, 1, 0, 100, 0, 0, 2, 0
198, 1, 0, 100, 0, 0, 2, 0
200, 1, 0, 100, 0, 0, 2, 0
201, 1, 0, 100, 0, 0, 2, 0
202, 1, 0, 100, 0, 0, 2, 0
205, 1, 0, 100, 0, 0, 2, 0
206, 1, 0, 100, 0, 0, 2, 0
207, 1, 0, 100, 0, 0, 2, 0
208, 1, 0, 100, 0, 0, 2, 0
209, 1, 0, 100, 0, 0, 2, 0
210, 1, 0, 100, 0, 0, 2, 0
212, 1, 0, 100, 0, 0, 2, 0
213, 1, 0, 100, 0, 0, 2, 0
214, 1, 0, 100, 0, 0, 2, 0
215, 1, 0, 100, 0, 0, 2, 0
217, 1, 0, 100, 0, 0, 2, 0
218, 1, 0, 100, 0, 0, 2, 0
219, 1, 0, 100, 0, 0, 2, 0
220, 1, 0, 100, 0, 0, 2, 0
221, 1, 0, 100, 0, 0, 2, 0
222, 1, 0, 100, 0, 0, 2, 0
223, 1, 0, 100, 0, 0, 2, 0
224, 1, 0, 100, 0, 0, 2, 0
225, 1, 0, 100, 0, 0, 2, 0
226, 1, 0, 100, 0, 0, 2, 0
227, 1, 0, 100, 0, 0, 2, 0
229, 1, 0, 100, 0, 0, 2, 0
230, 1, 0, 100, 0, 0, 2, 0
231, 1, 0, 100, 0, 0, 2, 0
232, 1, 0, 100, 0, 0, 2, 0
233, 1, 0, 100, 0, 0, 2, 0
234, 1, 0, 100, 0, 0, 2, 0
235, 1, 0, 100, 0, 0, 2, 0
236, 1, 0, 100, 0, 0, 2, 0
237, 1, 0, 100, 0, 0, 2, 0
239, 1, 0, 100, 0, 0, 2, 0
242, 1, 0, 100, 0, 0, 2, 0
243, 1, 0, 100, 0, 0, 2, 0
244, 1, 0, 100, 0, 0, 2, 0
246, 1, 0, 100, 0, 0, 2, 0
247, 1, 0, 100, 0, 0, 2, 0
248, 1, 0, 100, 0, 0, 2, 0
249, 1, 0, 100, 0, 0, 2, 0
250, 1, 0, 100, 0, 0, 2, 0
251, 1, 0, 100, 0, 0, 2, 0
252, 1, 0, 100, 0, 0, 2, 0
255, 1, 0, 100, 0, 0, 2, 0
256, 1, 0, 100, 0, 0, 2, 0
257, 1, 0, 100, 0, 0, 2, 0
259, 1, 0, 100, 0, 0, 2, 0
260, 1, 0, 100, 0, 0, 2, 0
261, 1, 0, 100, 0, 0, 2, 0
265, 1, 0, 100, 0, 0, 2, 0
266, 1, 0, 100, 0, 0, 2, 0
268, 1, 0, 100, 0, 0, 2, 0
269, 1, 0, 100, 0, 0, 2, 0
270, 1, 0, 100, 0, 0, 2, 0
271, 1, 0, 100, 0, 0, 2, 0
272, 1, 0, 100, 0, 0, 2, 0
273, 1, 0, 100, 0, 0, 2, 0
274, 1, 0, 100, 0, 0, 2, 0
275, 1, 0, 100, 0, 0, 2, 0
276, 1, 0, 100, 0, 0, 2, 0
278, 1, 0, 100, 0, 0, 2, 0
279, 1, 0, 100, 0, 0, 2, 0
280, 1, 0, 100, 0, 0, 2, 0
281, 1, 0, 100, 0, 0, 2, 0
283, 1, 0, 100, 0, 0, 2, 0
284, 1, 0, 100, 0, 0, 2, 0
285, 1, 0, 100, 0, 0, 2, 0
287, 1, 0, 100, 0, 0, 2, 0
288, 1, 0, 100, 0, 0, 2, 0
289, 1, 0, 100, 0, 0, 2, 0
290, 1, 0, 100, 0, 0, 2, 0
291, 1, 0, 100, 0, 0, 2, 0
292, 1, 0, 100, 0, 0, 2, 0
293, 1, 0, 100, 0, 0, 2, 0
294, 1, 0, 100, 0, 0, 2, 0
295, 1, 0, 100, 0, 0, 2, 0
296, 1, 0, 100, 0, 0, 2, 0
297, 1, 0, 100, 0, 0, 2, 0
298, 1, 0, 100, 0, 0, 2, 0
299, 1, 0, 100, 0, 0, 2, 0
173, 1, 0, 102, 1, 0, 2, 1
245, 1, 1, 15, 0, 0, 2, 1
138, 1, 0, 103, 1, 0, 2, 1
105, 1, 1, 26, 0, 0, 2, 1
286, 1, 1, 100, 0, 0, 2, 0
171, 1, 0, 115, 2, 1, 2, 1
178, 1, 1, 100, 0, 0, 3, 0
17, 1, 2, 23, 0, 0, 3, 1
262, 1, 0, 131, 2, 1, 3, 1
253, 1, 1, 22, 0, 0, 3, 1
139, 1, 1, 68, 0, 0, 3, 1
253, 1, 1, 23, 0, 0, 3, 1
264, 1, 0, 138, 2, 0, 3, 1
267, 1, 1, 54, 0, 0, 3, 1
105, 1, 1, 59, 0, 0, 3, 1
211, 1, 1, 100, 0, 0, 3, 0
211, 1, 1, 102, 1, 1, 3, 1
54, 1, 1, 80, 0, 0, 3, 1
216, 1, 0, 151, 1, 0, 3, 1
267, 1, 1, 65, 0, 0, 3, 1
24, 1, 0, 152, 1, 0, 3, 1
253, 1, 1, 42, 0, 0, 3, 1
282, 1, 0, 158, 1, 0, 3, 1
162, 1, 0, 159, 1, 0, 3, 1
161, 1, 1, 100, 0, 0, 3, 0
139, 1, 1, 100, 0, 0, 3, 0
171, 1, 1, 100, 0, 0, 3, 0
171, 1, 1, 100, 0, 0, 3, 0
54, 1, 1, 100, 0, 0, 3, 0
211, 1, 2, 49, 0, 0, 3, 1
245, 1, 0, 172, 3, 2, 3, 1
72, 1, 0, 173, 1, 0, 4, 1
98, 1, 1, 100, 0, 0, 4, 0
98, 1, 1, 100, 0, 0, 4, 0
211, 1, 3, 33, 0, 0, 4, 1
149, 1, 0, 181, 1, 0, 4, 1
262, 1, 1, 113, 1, 1, 4, 1
267, 1, 1, 66, 1, 1, 4, 1
262, 1, 1, 117, 2, 0, 4, 1
245, 1, 1, 100, 0, 0, 4, 0
203, 1, 1, 100, 0, 0, 4, 0
17, 1, 0, 190, 2, 1, 4, 1
253, 1, 1, 78, 0, 0, 4, 1
203, 1, 2, 32, 0, 0, 4, 1
211, 1, 4, 30, 2, 1, 4, 1
211, 1, 2, 56, 3, 2, 4, 1
211, 1, 3, 42, 0, 0, 4, 1
128, 1, 0, 199, 1, 0, 4, 0
17, 1, 1, 100, 0, 0, 4, 0
36, 1, 0, 200, 1, 0, 4, 0
56, 1, 0, 200, 1, 0, 4, 0
68, 1, 0, 200, 1, 0, 4, 0
73, 1, 0, 200, 1, 0, 4, 0
84, 1, 0, 200, 1, 0, 4, 0
97, 1, 0, 200, 1, 0, 4, 0
108, 1, 0, 200, 1, 0, 4, 0
157, 1, 0, 200, 1, 0, 4, 0
160, 1, 0, 200, 1, 0, 4, 0
174, 1, 0, 200, 1, 0, 4, 0
263, 1, 0, 200, 1, 0, 4, 0
253, 1, 1, 100, 0, 0, 4, 0
253, 1, 1, 100, 0, 0, 4, 0
253, 1, 1, 100, 0, 0, 4, 0
286, 1, 1, 99, 1, 1, 4, 1
286, 1, 1, 100, 0, 0, 4, 0
286, 1, 1, 100, 0, 0, 4, 0
286, 1, 1, 100, 0, 0, 4, 0
211, 1, 1, 75, 0, 0, 4, 1
267, 1, 2, 55, 1, 0, 4, 1
98, 1, 1, 84, 0, 0, 4, 1
245, 1, 1, 64, 1, 1, 4, 1
203, 1, 2, 46, 0, 0, 4, 1
211, 1, 3, 43, 1, 1, 4, 1
253, 1, 1, 100, 0, 0, 4, 0
253, 1, 1, 100, 0, 0, 4, 0
253, 1, 1, 148, 2, 0, 4, 1
267, 1, 1, 100, 0, 0, 4, 0
286, 1, 2, 27, 0, 0, 4, 1
130, 1, 0, 218, 2, 0, 4, 1
98, 1, 1, 98, 0, 0, 4, 0
253, 1, 3, 64, 0, 0, 4, 1
211, 1, 5, 51, 0, 0, 4, 1
286, 1, 0, 228, 3, 2, 5, 1
211, 1, 1, 100, 0, 0, 5, 0
139, 1, 0, 230, 3, 1, 5, 1
211, 1, 5, 58, 1, 0, 5, 1
211, 1, 2, 33, 0, 0, 5, 1
253, 1, 2, 100, 0, 0, 5, 0
245, 1, 1, 100, 0, 0, 5, 0
245, 1, 1, 100, 0, 0, 5, 0
245, 1, 1, 100, 0, 0, 5, 0
64, 1, 0, 247, 4, 0, 5, 1
17, 1, 3, 75, 2, 0, 5, 1
253, 1, 3, 57, 0, 0, 5, 1
253, 1, 4, 57, 0, 0, 5, 1
211, 1, 3, 100, 0, 0, 5, 0
17, 1, 1, 157, 1, 1, 5, 1
262, 1, 3, 44, 1, 1, 5, 1
211, 1, 4, 95, 1, 1, 5, 1
161, 1, 1, 200, 1, 0, 5, 0
267, 1, 2, 100, 0, 0, 5, 0
211, 1, 3, 100, 0, 0, 5, 0
211, 1, 3, 100, 0, 0, 5, 0
262, 1, 2, 100, 0, 0, 5, 0
17, 1, 3, 91, 0, 0, 5, 1
54, 1, 1, 34, 0, 0, 5, 1
67, 1, 0, 277, 2, 0, 5, 1
267, 1, 0, 277, 4, 2, 5, 1
98, 1, 1, 157, 1, 1, 5, 1
245, 1, 2, 100, 0, 0, 5, 0
267, 1, 2, 119, 2, 1, 6, 1
211, 1, 5, 100, 0, 0, 6, 0
253, 1, 0, 283, 5, 3, 6, 1
54, 1, 0, 285, 3, 2, 6, 1
267, 1, 3, 70, 1, 0, 6, 1
203, 1, 1, 198, 1, 1, 6, 1
267, 1, 2, 100, 0, 0, 6, 0
253, 1, 4, 100, 0, 0, 6, 0
131, 1, 0, 289, 4, 0, 6, 1
253, 1, 5, 26, 0, 0, 6, 1
286, 1, 2, 100, 0, 0, 6, 0
253, 1, 3, 100, 0, 0, 6, 0
211, 1, 0, 293, 3, 2, 6, 1
253, 1, 3, 105, 1, 1, 6, 1
253, 1, 4, 100, 0, 0, 6, 0
262, 1, 4, 66, 0, 0, 6, 1
211, 1, 4, 37, 0, 0, 6, 1
253, 1, 1, 200, 1, 1, 6, 0
211, 1, 2, 71, 0, 0, 6, 1
211, 1, 2, 71, 0, 0, 6, 1
211, 1, 2, 100, 0, 0, 6, 0
245, 1, 3, 100, 0, 0, 6, 0
245, 1, 3, 100, 0, 0, 6, 0
253, 1, 3, 147, 1, 1, 6, 1
253, 1, 4, 63, 1, 0, 6, 1
17, 1, 2, 200, 1, 1, 6, 0
98, 1, 3, 100, 0, 0, 6, 0
98, 1, 2, 100, 0, 0, 6, 0
267, 1, 3, 100, 0, 0, 6, 0
267, 1, 3, 100, 0, 0, 6, 0
211, 1, 6, 96, 0, 0, 6, 0
211, 1, 3, 178, 1, 1, 6, 1
262, 1, 2, 162, 1, 1, 6, 1
262, 1, 4, 100, 0, 0, 6, 0
177, 1, 1, 267, 2, 0, 6, 0
267, 1, 4, 100, 0, 0, 7, 0
267, 1, 4, 100, 0, 0, 7, 0
211, 1, 2, 65, 0, 0, 7, 1
65, 1, 0, 333, 6, 0, 7, 1
262, 1, 4, 100, 0, 0, 7, 0
54, 1, 1, 100, 0, 0, 7, 0
253, 1, 6, 22, 1, 1, 7, 1
54, 1, 2, 100, 0, 0, 7, 0
54, 1, 2, 100, 0, 0, 7, 0
267, 1, 2, 191, 2, 1, 7, 1
211, 1, 2, 200, 1, 0, 7, 0
245, 1, 3, 36, 1, 0, 7, 1
253, 1, 4, 100, 0, 0, 7, 0
211, 1, 4, 120, 2, 0, 7, 1
211, 1, 2, 76, 1, 0, 7, 1
98, 1, 2, 70, 1, 1, 7, 1
211, 1, 3, 100, 0, 0, 7, 0
253, 1, 4, 159, 2, 2, 7, 1
98, 1, 1, 98, 0, 0, 7, 0
98, 1, 1, 100, 0, 0, 7, 0
98, 1, 1, 100, 0, 0, 7, 0
253, 1, 7, 37, 0, 0, 7, 1
98, 1, 3, 71, 0, 0, 7, 1
98, 1, 0, 358, 5, 3, 7, 1
117, 1, 0, 360, 3, 0, 7, 1
267, 1, 2, 43, 1, 0, 7, 1
267, 1, 3, 146, 1, 1, 7, 1
211, 1, 3, 200, 1, 0, 7, 0
211, 1, 4, 100, 0, 0, 7, 0
253, 1, 5, 103, 1, 1, 7, 1
211, 1, 2, 100, 0, 0, 7, 0
211, 1, 2, 100, 0, 0, 7, 0
211, 1, 2, 100, 0, 0, 7, 0
98, 1, 2, 200, 2, 0, 7, 0
245, 1, 2, 195, 2, 2, 7, 1
211, 1, 2, 252, 2, 1, 7, 1
105, 1, 0, 377, 5, 1, 7, 0
98, 1, 3, 94, 0, 0, 7, 1
98, 1, 2, 98, 0, 0, 7, 0
32, 1, 0, 383, 5, 0, 7, 1
98, 1, 2, 100, 0, 0, 8, 0
98, 1, 2, 100, 0, 0, 8, 0
98, 1, 2, 100, 0, 0, 8, 0
267, 1, 3, 57, 1, 0, 8, 1
211, 1, 4, 100, 0, 0, 8, 0
211, 1, 4, 100, 0, 0, 8, 0
211, 1, 6, 100, 0, 0, 8, 0
253, 1, 3, 200, 1, 1, 8, 0
253, 1, 3, 55, 0, 0, 8, 1
211, 1, 4, 111, 1, 0, 8, 1
253, 1, 5, 100, 0, 0, 8, 0
245, 1, 3, 100, 0, 0, 8, 0
245, 1, 3, 100, 0, 0, 8, 0
98, 1, 2, 78, 1, 0, 8, 1
267, 1, 3, 200, 1, 0, 8, 0
98, 1, 3, 200, 1, 0, 8, 0
267, 1, 1, 293, 2, 2, 8, 0
267, 1, 2, 200, 1, 0, 8, 0
98, 1, 1, 162, 1, 0, 8, 1
262, 1, 3, 200, 1, 1, 8, 0
54, 1, 1, 178, 1, 1, 8, 1
253, 1, 7, 100, 0, 0, 8, 0
98, 1, 2, 245, 3, 2, 8, 1
211, 1, 5, 100, 0, 0, 8, 0
211, 1, 5, 100, 0, 0, 8, 0
267, 1, 2, 229, 2, 1, 8, 1
253, 1, 6, 76, 0, 0, 8, 1
267, 1, 2, 100, 0, 0, 8, 0
267, 1, 5, 21, 1, 0, 8, 1
267, 1, 3, 64, 2, 1, 8, 1
98, 1, 3, 100, 0, 0, 8, 0
98, 1, 3, 100, 0, 0, 8, 0
267, 1, 1, 305, 4, 3, 8, 1
267, 1, 2, 212, 4, 2, 8, 1
211, 1, 4, 200, 1, 0, 8, 0
98, 1, 2, 100, 0, 0, 8, 1
262, 1, 4, 200, 1, 0, 8, 0
267, 1, 3, 100, 0, 0, 8, 0
98, 1, 3, 100, 0, 0, 8, 0
98, 1, 3, 100, 0, 0, 8, 0
211, 1, 7, 63, 0, 0, 8, 1
245, 1, 4, 46, 0, 0, 8, 1
245, 1, 4, 51, 0, 0, 9, 1
253, 1, 6, 128, 1, 1, 9, 1
211, 1, 1, 313, 4, 1, 9, 1
211, 1, 3, 196, 3, 2, 9, 1
253, 1, 3, 100, 0, 0, 9, 0
253, 1, 3, 100, 0, 0, 9, 0
253, 1, 3, 100, 0, 0, 9, 0
267, 1, 3, 94, 2, 1, 9, 1
267, 1, 2, 234, 2, 0, 9, 1
267, 1, 3, 117, 3, 2, 9, 1
211, 1, 1, 318, 5, 3, 9, 1
98, 1, 3, 126, 1, 0, 9, 1
253, 1, 3, 107, 1, 0, 9, 1
245, 1, 4, 100, 0, 0, 9, 0
267, 1, 2, 41, 1, 1, 9, 1
267, 1, 3, 100, 0, 0, 9, 0
267, 1, 4, 100, 0, 0, 9, 0
211, 1, 2, 234, 2, 0, 9, 0
211, 1, 2, 200, 1, 0, 9, 0
211, 1, 4, 35, 0, 0, 9, 1
253, 1, 6, 100, 0, 0, 10, 0
267, 1, 4, 100, 0, 0, 10, 0
267, 1, 4, 100, 0, 0, 10, 0
267, 1, 3, 29, 0, 0, 10, 1
267, 1, 3, 100, 0, 0, 10, 0
267, 1, 3, 100, 0, 0, 10, 0
267, 1, 5, 82, 0, 0, 10, 1
211, 1, 6, 258, 2, 1, 10, 1
98, 1, 1, 236, 3, 2, 10, 0
98, 1, 2, 33, 0, 0, 10, 1
267, 1, 3, 158, 3, 0, 10, 1
211, 1, 5, 306, 3, 2, 10, 0
245, 1, 4, 100, 0, 0, 10, 0
267, 1, 3, 32, 0, 0, 10, 1
267, 1, 5, 100, 0, 0, 10, 0
253, 1, 5, 200, 1, 1, 10, 0
253, 1, 5, 200, 1, 0, 10, 1
267, 1, 4, 74, 0, 0, 10, 1
211, 1, 7, 96, 1, 1, 10, 1
253, 1, 2, 367, 4, 3, 10, 1
98, 1, 2, 100, 0, 0, 10, 0
211, 1, 7, 100, 0, 0, 10, 0
267, 1, 2, 300, 2, 1, 10, 0
253, 1, 3, 169, 3, 0, 10, 1
98, 1, 2, 109, 3, 2, 10, 1
267, 1, 2, 100, 0, 0, 10, 0
267, 1, 2, 100, 0, 0, 10, 0
98, 1, 3, 55, 1, 0, 10, 1
211, 1, 3, 100, 0, 0, 10, 0
211, 1, 8, 100, 0, 0, 10, 0
211, 1, 8, 100, 0, 0, 10, 0
267, 1, 2, 200, 1, 1, 10, 0
267, 1, 4, 162, 1, 0, 10, 1
253, 1, 6, 142, 1, 0, 10, 1
211, 1, 7, 116, 1, 0, 10, 1
98, 1, 2, 247, 5, 0, 10, 1
98, 1, 3, 200, 1, 0, 10, 0
245, 1, 5, 100, 0, 0, 10, 0
245, 1, 5, 100, 0, 0, 10, 0
211, 1, 4, 237, 2, 1, 10, 1
267, 1, 4, 100, 0, 0, 10, 0
211, 1, 4, 98, 2, 1, 11, 1
98, 1, 1, 279, 2, 1, 11, 0
98, 1, 3, 28, 0, 0, 11, 1
211, 1, 6, 240, 3, 0, 11, 1
211, 1, 4, 100, 0, 0, 11, 0
267, 1, 6, 100, 0, 0, 11, 0
267, 1, 3, 328, 4, 0, 11, 1
211, 1, 4, 100, 0, 0, 11, 0
211, 1, 3, 42, 1, 0, 11, 1
267, 1, 3, 183, 2, 1, 11, 1
267, 1, 3, 79, 0, 0, 11, 1
98, 1, 3, 100, 0, 0, 11, 0
98, 1, 3, 100, 0, 0, 11, 0
253, 1, 7, 179, 3, 0, 11, 1
245, 1, 4, 153, 1, 1, 11, 1
253, 1, 8, 100, 0, 0, 11, 0
253, 1, 8, 100, 0, 0, 11, 0
98, 1, 2, 93, 2, 0, 11, 1
267, 1, 3, 200, 1, 0, 11, 0
211, 1, 8, 100, 0, 0, 11, 0
98, 1, 2, 100, 0, 0, 11, 0
98, 1, 2, 100, 0, 0, 11, 0
267, 1, 3, 200, 1, 0, 11, 0
253, 1, 7, 182, 3, 0, 11, 1
98, 1, 3, 100, 0, 0, 11, 0
98, 1, 3, 100, 0, 0, 11, 0
54, 1, 1, 326, 4, 0, 11, 1
267, 1, 3, 100, 0, 0, 11, 0
98, 1, 4, 74, 1, 1, 11, 1
211, 1, 8, 100, 0, 0, 11, 0
211, 1, 8, 100, 0, 0, 11, 0
267, 1, 5, 64, 0, 0, 11, 1
267, 1, 4, 22, 0, 0, 11, 1
267, 1, 4, 200, 1, 1, 11, 0
267, 1, 4, 200, 1, 0, 11, 0
98, 1, 3, 100, 0, 0, 11, 0
211, 1, 6, 283, 3, 1, 11, 1
267, 1, 2, 256, 5, 3, 11, 1
267, 1, 4, 200, 1, 1, 12, 0
211, 1, 3, 86, 0, 0, 12, 1
253, 1, 5, 281, 2, 1, 12, 1
253, 1, 8, 71, 0, 0, 12, 1
98, 1, 3, 100, 0, 0, 12, 0
98, 1, 3, 100, 0, 0, 12, 0
98, 1, 1, 466, 5, 4, 12, 1
267, 1, 3, 69, 0, 0, 12, 1
98, 1, 3, 94, 0, 0, 12, 1
267, 1, 5, 196, 2, 1, 12, 1
98, 1, 5, 105, 1, 0, 12, 1
211, 1, 3, 103, 1, 0, 12, 1
253, 1, 7, 236, 3, 2, 12, 1
98, 1, 3, 100, 0, 0, 12, 0
98, 1, 3, 100, 0, 0, 12, 0
