key,generation,grandChild,survivedTime,eatenTrees,reproduced,timeOfDeath
121, 1, 5, 100, 0, 0, 8
121, 1, 5, 100, 0, 0, 8
274, 1, 2, 196, 1, 1, 8
121, 1, 5, 100, 0, 0, 8
121, 1, 5, 100, 0, 0, 8
121, 1, 4, 100, 0, 0, 8
121, 1, 4, 200, 1, 1, 8
121, 1, 4, 100, 0, 0, 8
121, 1, 3, 300, 2, 2, 8
274, 1, 2, 65, 0, 0, 8
121, 1, 3, 200, 1, 1, 8
121, 1, 5, 100, 0, 0, 8
121, 1, 4, 100, 0, 0, 8
121, 1, 4, 100, 0, 0, 8
121, 1, 5, 100, 0, 0, 8
121, 1, 5, 100, 0, 0, 8
121, 1, 2, 239, 2, 2, 8
121, 1, 3, 200, 1, 1, 8
121, 1, 5, 112, 3, 0, 8
121, 1, 3, 100, 0, 0, 8
121, 1, 3, 100, 0, 0, 8
121, 1, 3, 100, 0, 0, 8
121, 1, 3, 100, 0, 0, 8
274, 1, 4, 100, 0, 0, 8
274, 1, 4, 100, 0, 0, 8
121, 1, 4, 100, 0, 0, 8
121, 1, 4, 100, 0, 0, 8
121, 1, 4, 100, 0, 0, 8
121, 1, 4, 100, 0, 0, 8
121, 1, 2, 250, 2, 2, 8
121, 1, 4, 200, 1, 0, 8
121, 1, 5, 100, 0, 0, 8
274, 1, 4, 100, 0, 0, 8
274, 1, 1, 200, 1, 0, 8
274, 1, 2, 100, 0, 0, 9
274, 1, 2, 100, 0, 0, 9
274, 1, 2, 100, 0, 0, 9
274, 1, 2, 100, 0, 0, 9
274, 1, 2, 100, 0, 0, 9
274, 1, 3, 200, 1, 1, 9
274, 1, 3, 100, 0, 0, 9
274, 1, 3, 100, 0, 0, 9
274, 1, 3, 200, 1, 1, 9
121, 1, 7, 61, 1, 0, 9
274, 1, 4, 200, 1, 0, 9
121, 1, 6, 100, 0, 0, 9
121, 1, 3, 316, 3, 3, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 7, 100, 0, 0, 9
121, 1, 7, 100, 0, 0, 9
274, 1, 2, 128, 1, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 5, 100, 0, 0, 9
121, 1, 4, 88, 0, 0, 9
121, 1, 6, 156, 2, 1, 9
274, 1, 3, 200, 1, 0, 9
121, 1, 4, 100, 0, 0, 9
121, 1, 4, 100, 0, 0, 9
121, 1, 7, 100, 0, 0, 9
121, 1, 2, 100, 0, 0, 9
121, 1, 2, 100, 0, 0, 9
121, 1, 2, 100, 0, 0, 9
121, 1, 2, 100, 0, 0, 9
121, 1, 2, 100, 0, 0, 9
121, 1, 3, 284, 2, 1, 9
121, 1, 4, 254, 3, 0, 9
121, 1, 7, 100, 0, 0, 9
274, 1, 2, 300, 2, 1, 10
274, 1, 2, 303, 3, 0, 10
121, 1, 3, 298, 2, 2, 10
121, 1, 4, 200, 1, 0, 10
121, 1, 4, 200, 1, 0, 10
121, 1, 4, 200, 1, 0, 10
121, 1, 1, 420, 6, 5, 10
121, 1, 4, 200, 1, 1, 10
121, 1, 4, 100, 0, 0, 10
121, 1, 4, 100, 0, 0, 10
121, 1, 4, 100, 0, 0, 10
121, 1, 4, 272, 2, 1, 10
121, 1, 4, 294, 2, 0, 10
121, 1, 5, 100, 0, 0, 10
121, 1, 5, 200, 1, 0, 10
274, 1, 3, 303, 4, 0, 10
121, 1, 3, 300, 2, 1, 10
121, 1, 2, 457, 4, 4, 10
121, 1, 3, 200, 1, 0, 10
121, 1, 3, 200, 1, 0, 10
121, 1, 3, 200, 1, 0, 10
274, 1, 5, 120, 1, 1, 10
274, 1, 3, 100, 0, 0, 10
121, 1, 5, 200, 1, 1, 10
274, 1, 1, 401, 5, 4, 10
121, 1, 4, 100, 0, 0, 10
121, 1, 4, 100, 0, 0, 10
121, 1, 4, 100, 0, 0, 10
274, 1, 2, 200, 1, 1, 10
121, 1, 4, 100, 0, 0, 10
121, 1, 4, 100, 0, 0, 10
121, 1, 4, 100, 0, 0, 10
274, 1, 2, 331, 3, 2, 10
121, 1, 6, 100, 0, 0, 10
121, 1, 6, 100, 0, 0, 10
274, 1, 5, 143, 1, 0, 10
121, 1, 2, 100, 0, 0, 10
121, 1, 2, 100, 0, 0, 10
121, 1, 2, 100, 0, 0, 10
121, 1, 5, 100, 0, 0, 10
121, 1, 4, 300, 2, 1, 10
121, 1, 4, 300, 2, 1, 10
121, 1, 3, 100, 0, 0, 10
121, 1, 4, 300, 2, 1, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 5, 200, 1, 0, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 4, 320, 4, 4, 11
121, 1, 5, 200, 1, 1, 11
121, 1, 5, 200, 1, 0, 11
121, 1, 6, 251, 2, 1, 11
274, 1, 3, 297, 2, 1, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 4, 100, 0, 0, 11
121, 1, 3, 100, 0, 0, 11
121, 1, 4, 200, 1, 0, 11
121, 1, 3, 100, 0, 0, 11
121, 1, 6, 231, 2, 1, 11
121, 1, 6, 100, 0, 0, 11
274, 1, 4, 100, 0, 0, 11
121, 1, 3, 363, 3, 2, 11
274, 1, 8, 37, 0, 0, 11
274, 1, 4, 265, 2, 1, 11
121, 1, 2, 100, 0, 0, 11
121, 1, 2, 100, 0, 0, 11
121, 1, 2, 100, 0, 0, 11
121, 1, 2, 100, 0, 0, 11
121, 1, 2, 100, 0, 0, 11
121, 1, 4, 200, 1, 0, 11
121, 1, 5, 100, 0, 0, 11
121, 1, 5, 100, 0, 0, 11
121, 1, 5, 200, 1, 0, 12
121, 1, 2, 231, 3, 2, 12
121, 1, 6, 100, 0, 0, 12
121, 1, 6, 100, 0, 0, 12
121, 1, 5, 100, 0, 0, 12
274, 1, 7, 100, 0, 0, 12
121, 1, 3, 100, 0, 0, 12
121, 1, 3, 100, 0, 0, 12
121, 1, 5, 100, 0, 0, 12
121, 1, 5, 317, 3, 2, 12
121, 1, 4, 100, 0, 0, 12
121, 1, 4, 100, 0, 0, 12
121, 1, 4, 100, 0, 0, 12
121, 1, 3, 420, 4, 3, 12
121, 1, 4, 200, 1, 1, 12
121, 1, 4, 200, 1, 0, 12
121, 1, 3, 435, 4, 3, 12
121, 1, 4, 200, 1, 0, 12
121, 1, 4, 200, 1, 0, 12
121, 1, 2, 200, 1, 0, 12
121, 1, 4, 100, 0, 0, 12
121, 1, 4, 100, 0, 0, 12
121, 1, 4, 100, 0, 0, 12
121, 1, 4, 100, 0, 0, 12
121, 1, 2, 209, 2, 1, 12
121, 1, 3, 200, 1, 0, 12
121, 1, 5, 100, 0, 0, 12
121, 1, 5, 100, 0, 0, 12
121, 1, 5, 300, 2, 1, 12
274, 1, 8, 100, 0, 0, 12
121, 1, 8, 59, 0, 0, 12
121, 1, 3, 100, 0, 0, 12
121, 1, 3, 86, 1, 1, 12
121, 1, 6, 100, 0, 0, 12
121, 1, 6, 102, 1, 0, 13
121, 1, 3, 200, 1, 1, 13
121, 1, 3, 100, 0, 0, 13
121, 1, 3, 100, 0, 0, 13
121, 1, 3, 100, 0, 0, 13
121, 1, 5, 100, 0, 0, 13
121, 1, 5, 100, 0, 0, 13
121, 1, 6, 100, 0, 0, 13
121, 1, 3, 480, 5, 3, 13
121, 1, 2, 238, 2, 1, 13
121, 1, 3, 200, 1, 0, 13
121, 1, 4, 100, 0, 0, 13
121, 1, 4, 100, 0, 0, 13
121, 1, 2, 240, 2, 0, 13
121, 1, 7, 100, 0, 0, 13
121, 1, 6, 81, 2, 0, 13
121, 1, 7, 100, 0, 0, 13
121, 1, 6, 85, 2, 1, 13
274, 1, 6, 200, 1, 1, 13
121, 1, 8, 100, 0, 0, 13
121, 1, 2, 200, 1, 0, 13
121, 1, 2, 200, 1, 1, 13
121, 1, 2, 200, 1, 0, 13
121, 1, 7, 100, 0, 0, 13
121, 1, 7, 100, 0, 0, 13
121, 1, 7, 100, 0, 0, 13
121, 1, 6, 100, 0, 0, 13
121, 1, 6, 100, 0, 0, 13
121, 1, 7, 100, 0, 0, 13
121, 1, 4, 200, 1, 1, 13
121, 1, 8, 100, 0, 0, 13
121, 1, 7, 49, 1, 0, 13
121, 1, 5, 200, 1, 0, 13
274, 1, 7, 200, 1, 1, 13
121, 1, 4, 288, 2, 1, 13
121, 1, 5, 278, 2, 1, 13
121, 1, 5, 200, 1, 1, 13
121, 1, 9, 35, 0, 0, 13
274, 1, 3, 300, 2, 1, 13
121, 1, 4, 100, 0, 0, 14
121, 1, 4, 200, 1, 0, 14
121, 1, 5, 100, 0, 0, 14
121, 1, 5, 100, 0, 0, 14
121, 1, 6, 100, 0, 0, 14
121, 1, 6, 100, 0, 0, 14
121, 1, 6, 45, 0, 0, 14
121, 1, 3, 428, 4, 3, 14
121, 1, 4, 200, 1, 0, 14
121, 1, 5, 110, 1, 1, 14
121, 1, 8, 100, 0, 0, 14
121, 1, 7, 360, 3, 0, 14
121, 1, 5, 115, 2, 1, 14
121, 1, 8, 100, 0, 0, 14
121, 1, 8, 100, 0, 0, 14
121, 1, 8, 100, 0, 0, 14
121, 1, 6, 100, 0, 0, 14
121, 1, 8, 100, 0, 0, 14
121, 1, 6, 200, 1, 1, 14
121, 1, 2, 323, 3, 0, 14
121, 1, 8, 92, 0, 0, 14
121, 1, 6, 100, 0, 0, 14
121, 1, 6, 171, 3, 0, 14
121, 1, 8, 100, 0, 0, 14
121, 1, 8, 100, 0, 0, 14
121, 1, 7, 200, 1, 0, 14
121, 1, 5, 200, 1, 1, 14
121, 1, 6, 200, 1, 1, 14
121, 1, 3, 100, 0, 0, 14
121, 1, 3, 100, 0, 0, 14
121, 1, 3, 100, 0, 0, 14
121, 1, 7, 100, 0, 0, 14
121, 1, 7, 200, 1, 0, 15
121, 1, 6, 218, 4, 2, 15
121, 1, 7, 200, 1, 1, 15
121, 1, 7, 200, 1, 1, 15
121, 1, 9, 100, 0, 0, 15
274, 1, 6, 297, 2, 0, 15
121, 1, 6, 200, 1, 1, 15
121, 1, 8, 114, 2, 1, 15
121, 1, 6, 100, 0, 0, 15
121, 1, 2, 300, 2, 2, 15
121, 1, 5, 200, 1, 0, 15
121, 1, 6, 106, 2, 1, 15
121, 1, 4, 287, 3, 2, 15
121, 1, 9, 100, 0, 0, 15
121, 1, 5, 262, 2, 2, 15
121, 1, 6, 200, 1, 0, 15
121, 1, 9, 100, 0, 0, 15
121, 1, 7, 100, 0, 0, 15
121, 1, 5, 100, 0, 0, 15
121, 1, 5, 100, 0, 0, 15
121, 1, 5, 100, 0, 0, 15
121, 1, 6, 100, 0, 0, 15
121, 1, 7, 100, 0, 0, 15
121, 1, 7, 212, 3, 2, 15
121, 1, 8, 200, 1, 0, 15
274, 1, 4, 335, 4, 0, 15
121, 1, 9, 127, 2, 0, 15
121, 1, 9, 100, 0, 0, 15
121, 1, 9, 100, 0, 0, 15
121, 1, 3, 271, 2, 1, 15
121, 1, 4, 200, 1, 0, 15
121, 1, 8, 100, 0, 0, 15
121, 1, 6, 100, 0, 0, 15
121, 1, 8, 179, 1, 0, 15
121, 1, 8, 100, 0, 0, 15
121, 1, 4, 100, 0, 0, 16
121, 1, 4, 100, 0, 0, 16
121, 1, 9, 72, 0, 0, 16
